ActivityStartDate,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,DetectionQuantitationLimitMeasure/MeasureValue,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,ResultMeasure/MeasureUnitCode,DetectionQuantitationLimitMeasure/MeasureUnitCode,LastUpdated,ProviderName,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,MeasureQualifierCode,ResultStatusIdentifier,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext
8/4/2022,Routine sample,Not Detected,Etoxazole,Dissolved,,2.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468197,,Preliminary,Actual,68598,GLC02,USGS
8/4/2022,Routine sample,Not Detected,"1,2-Benzenedicarboxamide, N2-[1,1-dimethyl-2-(methylsulfonyl)ethyl]-3-iodo-N1-[2-methyl-4-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]phenyl]-",Dissolved,,3.2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468198,,Preliminary,Actual,68606,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Indoxacarb,Dissolved,,3.2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468199,,Preliminary,Actual,68627,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Methoxyfenozide,Dissolved,,1.9,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468200,,Preliminary,Actual,68647,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Naled,Dissolved,,21.1,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468201,,Preliminary,Actual,68654,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Novaluron,Dissolved,,4.5,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468202,,Preliminary,Actual,68655,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Oryzalin,Dissolved,,3.8,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468203,,Preliminary,Actual,68663,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Propargite,Dissolved,,2.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468204,,Preliminary,Actual,68677,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Pyridaben,Dissolved,,2.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468205,,Preliminary,Actual,68682,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Pyriproxyfen,Dissolved,,2.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468206,,Preliminary,Actual,68683,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Tebufenozide,Dissolved,,2.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468207,,Preliminary,Actual,68692,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Phostebupirim,Dissolved,,2.5,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468208,,Preliminary,Actual,68693,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Tebupirimphos oxon,Dissolved,,1.5,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468209,,Preliminary,Actual,68694,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Triallate,Dissolved,,9.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468210,,Preliminary,Actual,68710,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Tribufos,Dissolved,,2.8,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200637,Sample-Routine,Water,Surface Water,10:15:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01645080,,,,"Stable, normal stage",,,8010,USGS parameter code 82398,Other,,Other,NWIS-124468211,,Preliminary,Actual,68711,GLC02,USGS
9/6/2022,Storm,,Escherichia coli,,49000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200607,Sample-Routine,Water,Surface Water,5:35:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-124355718,,Accepted,Actual,50468,BAC15,USGS
9/6/2022,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200607,Sample-Routine,Water,Surface Water,5:35:00,EDT,,,U.S. Geological Survey,USGS-01650800,,,,Rising stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-124355719,,Accepted,Actual,50569,BAC48,USGS
8/10/2022,Storm,,Escherichia coli,,26000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200670,Sample-Routine,Water,Surface Water,21:25:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-124920536,,Accepted,Actual,50468,BAC15,USGS
8/10/2022,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200670,Sample-Routine,Water,Surface Water,21:25:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-124920537,,Accepted,Actual,50569,BAC48,USGS
8/10/2022,Storm,,Escherichia coli,,26000,,"E coli, water,Colilert-18(18-22)",Standard Methods,U.S. Geological Survey,,holding time exceeded,,MPN/100 ml,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200555,Sample-Routine,Water,Surface Water,18:55:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-124162687,,Accepted,Actual,50468,BAC15,USGS
8/10/2022,Storm,Present Above Quantification Limit,Total Coliform,Total,,240000,"Total coliform, Colilert-18",Standard Methods,U.S. Geological Survey,,holding time exceeded,Upper Reporting Limit,,MPN/100 ml,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200555,Sample-Routine,Water,Surface Water,18:55:00,EDT,,,U.S. Geological Survey,USGS-01649190,,,,Falling stage,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-124162688,,Accepted,Actual,50569,BAC48,USGS
8/4/2022,Routine sample,,Calcium,Dissolved,35.9,0.001,"Elements, water, ICP-OES (TMCO)",,,,,Method Detection Limit (MDL),mg/l,mg/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467428,,Preliminary,Actual,915,PLO05,USGS
8/4/2022,Routine sample,,Magnesium,Dissolved,11.5,0.005,"Elements, water, ICP-OES (TMCO)",,,,,Method Detection Limit (MDL),mg/l,mg/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467429,,Preliminary,Actual,925,PLO05,USGS
8/4/2022,Routine sample,,Sodium,Dissolved,39.6,0.05,"Elements, water, ICP-OES (TMCO)",,,,,Method Detection Limit (MDL),mg/l,mg/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467430,,Preliminary,Actual,930,PLO05,USGS
8/4/2022,Routine sample,,"Sodium, percent total cations",,37,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,%,,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467432,,Preliminary,Actual,932,ALGOR,USGS
8/4/2022,Routine sample,,Potassium,Dissolved,7.43,0.003,"Elements, water, ICP-OES (TMCO)",,,,,Method Detection Limit (MDL),mg/l,mg/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467433,,Preliminary,Actual,935,PLO05,USGS
8/4/2022,Routine sample,,Uranium,Dissolved,0.0297,0.0002,"Trace metals, w, ICP/MS (TMCO)",,,,,Method Detection Limit (MDL),ug/l,ug/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467468,,Preliminary,Actual,22703,PLM72,USGS
8/4/2022,Routine sample,Not Detected,Benfluralin,Dissolved,,3.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/29/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467496,,Preliminary,Actual,51643,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Coumaphos,Dissolved,,2.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467497,,Preliminary,Actual,51836,GLC02,USGS
8/4/2022,Routine sample,,Dithiopyr,Dissolved,1.9,2.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/29/2022,below the reporting level but at or above the detection level,Laboratory Reporting Level,ng/l,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467498,,Preliminary,Estimated,51837,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Fenpyroximate,Dissolved,,2.8,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467499,,Preliminary,Actual,51838,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Flufenacet,Dissolved,,3.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467500,,Preliminary,Actual,51840,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Flumetralin,Dissolved,,3.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467501,,Preliminary,Actual,51841,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Flutolanil,Dissolved,,2.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467502,,Preliminary,Actual,51842,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Oxadiazon,Dissolved,,1.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467503,,Preliminary,Actual,51843,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Prodiamine,Dissolved,,2.2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467504,,Preliminary,Actual,51844,GLC02,USGS
8/4/2022,Routine sample,,Paclobutrazol,Dissolved,3.2,2.2,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,ng/l,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467505,,Preliminary,Actual,51846,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Quinoxyfen,Dissolved,,2.3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467506,,Preliminary,Actual,51847,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Fenamidone,Dissolved,,1.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467507,,Preliminary,Actual,51848,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Acibenzolar-S-methyl,Dissolved,,10.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/29/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467508,,Preliminary,Actual,51849,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Picoxystrobin,Dissolved,,2.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467509,,Preliminary,Actual,51850,GLC02,USGS
8/4/2022,Routine sample,,Fluxapyroxad,Dissolved,1.3,1.4,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,below the reporting level but at or above the detection level,Laboratory Reporting Level,ng/l,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467510,,Preliminary,Estimated,51851,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Fluopicolide,Dissolved,,1.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467511,,Preliminary,Actual,51852,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Cyazofamid,Dissolved,,1.7,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467512,,Preliminary,Actual,51853,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Mandipropamid,Dissolved,,2.6,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467513,,Preliminary,Actual,51854,GLC02,USGS
8/4/2022,Routine sample,Not Detected,Ethaboxam,Dissolved,,3,"Pesticides, water, SPE GC&LC/TMS",USGS Data Release P9J8E544,"USGS-Organic Chemistry Research Lab, Sacramento, CA",9/7/2022,,Laboratory Reporting Level,,ng/l,,NWIS,USGS-MD,USGS Maryland Water Science Center,nwismd.01.02200636,Sample-Routine,Water,Surface Water,9:00:00,EDT,,,U.S. Geological Survey-Water Resources Discipline,USGS-01644600,,,,"Stable, normal stage",,,60,USGS parameter code 82398,Weighted bottle,,Weighted-bottle sampler,NWIS-124467514,,Preliminary,Actual,51855,GLC02,USGS
